id,question,answer,due_date,num,active
0,What is the Hindi of straight ___,सीधे,2020-10-27 12:42:07.222402,3,True
1,What is the Hindi of spring ___,वसंत,2020-10-28 09:57:58.917701,5,True
2,What is the Hindi of child ___,बच्चे,2020-10-29 17:21:53.880784,5,True
3,What is the Hindi of observe ___,निरीक्षण,2020-10-29 11:27:05.005290,4,True
4,What is the Hindi of moment ___,पल,2020-10-30 12:42:07.221180,5,True
5,What is the Hindi of loud ___,जोर,2020-10-27 17:21:53.880574,4,True
6,What is the Hindi of as ___,जैसा,2020-10-28 11:27:05.004824,3,True
7,What is the Hindi of method ___,विधि,2020-10-27 17:21:53.880929,4,True
8,What is the Hindi of lake ___,झील,2020-10-27 18:27:05.004630,2,True
9,What is the Hindi of scale ___,पैमाने,2020-10-27 12:42:07.222551,3,True
10,What is the Hindi of on ___,पर,2020-10-27 12:42:07.221668,3,True
11,What is the Hindi of at ___,पर,2020-10-27 12:42:07.221822,3,True
12,What is the Hindi of be ___,हो,2020-10-27 12:42:07.221999,3,True
13,What is the Hindi of they ___,वे,2020-10-28 11:27:05.004421,3,True
14,What is the Hindi of with ___,साथ,2020-10-27 12:42:07.222151,3,True
15,What is the Hindi of are ___,हैं,2020-10-28 11:27:05.005073,3,True
16,What is the Hindi of that ___,कि,2020-10-27 18:27:05.004224,2,True
17,What is the Hindi of for ___,के लिए,2020-10-27 18:27:05.004060,2,True
18,What is the Hindi of was ___,था,2020-10-28 11:27:05.003636,3,True
19,What is the Hindi of he ___,वह,2020-10-01 17:50:28.505849,0,False
20,What is the Hindi of home ___,घर,2020-10-01 17:50:28.505849,0,False
21,What is the Hindi of his ___,उसके,2020-10-01 17:50:28.505849,0,False
22,What is the Hindi of of ___,की,2020-10-01 17:50:28.505849,0,False
23,What is the Hindi of have ___,है,2020-10-01 17:50:28.505849,0,False
24,What is the Hindi of word ___,शब्द,2020-10-01 17:50:28.505849,0,False
25,What is the Hindi of this ___,इस,2020-10-01 17:50:28.505849,0,False
26,What is the Hindi of from ___,से,2020-10-01 17:50:28.505849,0,False
27,What is the Hindi of by ___,द्वारा,2020-10-01 17:50:28.505849,0,False
28,What is the Hindi of hot ___,गरम,2020-10-01 17:50:28.505849,0,False
29,What is the Hindi of had ___,था,2020-10-01 17:50:28.505849,0,False
30,What is the Hindi of but ___,लेकिन,2020-10-01 17:50:28.505849,0,False
31,What is the Hindi of what ___,क्या,2020-10-01 17:50:28.505849,0,False
32,What is the Hindi of some ___,कुछ,2020-10-01 17:50:28.505849,0,False
33,What is the Hindi of is ___,है,2020-10-01 17:50:28.505849,0,False
34,What is the Hindi of it ___,यह,2020-10-01 17:50:28.505849,0,False
35,What is the Hindi of you ___,आप,2020-10-01 17:50:28.505849,0,False
36,What is the Hindi of or ___,या,2020-10-01 17:50:28.505849,0,False
37,What is the Hindi of read ___,पढ़ा,2020-10-01 17:50:28.505849,0,False
38,What is the Hindi of to ___,तक,2020-10-01 17:50:28.505849,0,False
39,What is the Hindi of play ___,खेलने,2020-10-01 17:50:28.505849,0,False
40,What is the Hindi of and ___,और,2020-10-01 17:50:28.505849,0,False
41,What is the Hindi of a ___,एक,2020-10-01 17:50:28.505849,0,False
42,What is the Hindi of in ___,में,2020-10-01 17:50:28.505849,0,False
43,What is the Hindi of we ___,हम,2020-10-01 17:50:28.505849,0,False
44,What is the Hindi of can ___,कर सकते हैं,2020-10-01 17:50:28.505849,0,False
45,What is the Hindi of out ___,बाहर,2020-10-01 17:50:28.505849,0,False
46,What is the Hindi of other ___,अन्य,2020-10-01 17:50:28.505849,0,False
47,What is the Hindi of were ___,थे,2020-10-01 17:50:28.505849,0,False
48,What is the Hindi of which ___,जो,2020-10-01 17:50:28.505849,0,False
49,What is the Hindi of do ___,कर,2020-10-01 17:50:28.505849,0,False
50,What is the Hindi of their ___,उनके,2020-10-01 17:50:28.505849,0,False
51,What is the Hindi of time ___,समय,2020-10-01 17:50:28.505849,0,False
52,What is the Hindi of if ___,अगर,2020-10-01 17:50:28.505849,0,False
53,What is the Hindi of how ___,कैसे,2020-10-01 17:50:28.505849,0,False
54,What is the Hindi of under ___,नीचे,2020-10-01 17:50:28.505849,0,False
55,What is the Hindi of an ___,एक,2020-10-01 17:50:28.505849,0,False
56,What is the Hindi of our ___,हमारे,2020-10-01 17:50:28.505849,0,False
57,What is the Hindi of each ___,प्रत्येक,2020-10-01 17:50:28.505849,0,False
58,What is the Hindi of tell ___,बता,2020-10-01 17:50:28.505849,0,False
59,What is the Hindi of does ___,करता है,2020-10-01 17:50:28.505849,0,False
60,What is the Hindi of set ___,सेट,2020-10-01 17:50:28.505849,0,False
61,What is the Hindi of three ___,तीन,2020-10-01 17:50:28.505849,0,False
62,What is the Hindi of want ___,चाहते हैं,2020-10-01 17:50:28.505849,0,False
63,What is the Hindi of air ___,हवा,2020-10-01 17:50:28.505849,0,False
64,What is the Hindi of well ___,अच्छी तरह से,2020-10-01 17:50:28.505849,0,False
65,What is the Hindi of also ___,भी,2020-10-01 17:50:28.505849,0,False
66,What is the Hindi of point ___,बिंदु,2020-10-01 17:50:28.505849,0,False
67,What is the Hindi of small ___,छोटे,2020-10-01 17:50:28.505849,0,False
68,What is the Hindi of put ___,डाल,2020-10-01 17:50:28.505849,0,False
69,What is the Hindi of why ___,क्यों,2020-10-01 17:50:28.505849,0,False
70,What is the Hindi of father ___,पिता,2020-10-01 17:50:28.505849,0,False
71,What is the Hindi of give ___,दे,2020-10-01 17:50:28.505849,0,False
72,What is the Hindi of mother ___,मां,2020-10-01 17:50:28.505849,0,False
73,What is the Hindi of add ___,जोड़,2020-10-01 17:50:28.505849,0,False
74,What is the Hindi of even ___,और भी,2020-10-01 17:50:28.505849,0,False
75,What is the Hindi of land ___,भूमि,2020-10-01 17:50:28.505849,0,False
76,What is the Hindi of here ___,यहाँ,2020-10-01 17:50:28.505849,0,False
77,What is the Hindi of must ___,चाहिए,2020-10-01 17:50:28.505849,0,False
78,What is the Hindi of big ___,बड़ा,2020-10-01 17:50:28.505849,0,False
79,What is the Hindi of high ___,उच्च,2020-10-01 17:50:28.505849,0,False
80,What is the Hindi of such ___,ऐसा,2020-10-01 17:50:28.505849,0,False
81,What is the Hindi of follow ___,का पालन करें,2020-10-01 17:50:28.505849,0,False
82,What is the Hindi of act ___,अधिनियम,2020-10-01 17:50:28.505849,0,False
83,What is the Hindi of ask ___,पूछना,2020-10-01 17:50:28.505849,0,False
84,What is the Hindi of hand ___,हाथ,2020-10-01 17:50:28.505849,0,False
85,What is the Hindi of men ___,पुरुषों,2020-10-01 17:50:28.505849,0,False
86,What is the Hindi of change ___,परिवर्तन,2020-10-01 17:50:28.505849,0,False
87,What is the Hindi of went ___,चला गया,2020-10-01 17:50:28.505849,0,False
88,What is the Hindi of light ___,प्रकाश,2020-10-01 17:50:28.505849,0,False
89,What is the Hindi of kind ___,तरह,2020-10-01 17:50:28.505849,0,False
90,What is the Hindi of off ___,बंद,2020-10-01 17:50:28.505849,0,False
91,What is the Hindi of need ___,आवश्यकता,2020-10-01 17:50:28.505849,0,False
92,What is the Hindi of house ___,घर,2020-10-01 17:50:28.505849,0,False
93,What is the Hindi of picture ___,तस्वीर,2020-10-01 17:50:28.505849,0,False
94,What is the Hindi of try ___,कोशिश,2020-10-01 17:50:28.505849,0,False
95,What is the Hindi of us ___,हमें,2020-10-01 17:50:28.505849,0,False
96,What is the Hindi of again ___,फिर,2020-10-01 17:50:28.505849,0,False
97,What is the Hindi of animal ___,पशु,2020-10-01 17:50:28.505849,0,False
98,What is the Hindi of port ___,बंदरगाह,2020-10-01 17:50:28.505849,0,False
99,What is the Hindi of book ___,किताब,2020-10-01 17:50:28.505849,0,False
100,What is the Hindi of spell ___,जादू,2020-10-01 17:50:28.505849,0,False
101,What is the Hindi of large ___,बड़ा,2020-10-01 17:50:28.505849,0,False
102,What is the Hindi of build ___,बनाना,2020-10-01 17:50:28.505849,0,False
103,What is the Hindi of near ___,निकट,2020-10-01 17:50:28.505849,0,False
104,What is the Hindi of self ___,आत्म,2020-10-01 17:50:28.505849,0,False
105,What is the Hindi of earth ___,पृथ्वी,2020-10-01 17:50:28.505849,0,False
106,What is the Hindi of end ___,अंत,2020-10-01 17:50:28.505849,0,False
107,What is the Hindi of any ___,किसी भी,2020-10-01 17:50:28.505849,0,False
108,What is the Hindi of new ___,नई,2020-10-01 17:50:28.505849,0,False
109,What is the Hindi of work ___,काम,2020-10-01 17:50:28.505849,0,False
110,What is the Hindi of part ___,हिस्सा,2020-10-01 17:50:28.505849,0,False
111,What is the Hindi of take ___,लेना,2020-10-01 17:50:28.505849,0,False
112,What is the Hindi of get ___,प्राप्त,2020-10-01 17:50:28.505849,0,False
113,What is the Hindi of place ___,जगह,2020-10-01 17:50:28.505849,0,False
114,What is the Hindi of made ___,निर्मित,2020-10-01 17:50:28.505849,0,False
115,What is the Hindi of live ___,जीना,2020-10-01 17:50:28.505849,0,False
116,What is the Hindi of where ___,जहां,2020-10-01 17:50:28.505849,0,False
117,What is the Hindi of after ___,के बाद,2020-10-01 17:50:28.505849,0,False
118,What is the Hindi of back ___,वापस,2020-10-01 17:50:28.505849,0,False
119,What is the Hindi of little ___,थोड़ा,2020-10-01 17:50:28.505849,0,False
120,What is the Hindi of only ___,केवल,2020-10-01 17:50:28.505849,0,False
121,What is the Hindi of round ___,दौर,2020-10-01 17:50:28.505849,0,False
122,What is the Hindi of man ___,आदमी,2020-10-01 17:50:28.505849,0,False
123,What is the Hindi of year ___,वर्ष,2020-10-01 17:50:28.505849,0,False
124,What is the Hindi of came ___,आया,2020-10-01 17:50:28.505849,0,False
125,What is the Hindi of show ___,शो,2020-10-01 17:50:28.505849,0,False
126,What is the Hindi of every ___,हर,2020-10-01 17:50:28.505849,0,False
127,What is the Hindi of good ___,अच्छा,2020-10-01 17:50:28.505849,0,False
128,What is the Hindi of me ___,मुझे,2020-10-01 17:50:28.505849,0,False
129,What is the Hindi of north ___,उत्तर,2020-10-01 17:50:28.505849,0,False
130,What is the Hindi of world ___,दुनिया,2020-10-01 17:50:28.505849,0,False
131,What is the Hindi of said ___,कहा,2020-10-01 17:50:28.505849,0,False
132,What is the Hindi of water ___,पानी,2020-10-01 17:50:28.505849,0,False
133,What is the Hindi of will ___,होगा,2020-10-01 17:50:28.505849,0,False
134,What is the Hindi of use ___,उपयोग,2020-10-01 17:50:28.505849,0,False
135,What is the Hindi of just ___,बस,2020-10-01 17:50:28.505849,0,False
136,What is the Hindi of form ___,फार्म,2020-10-01 17:50:28.505849,0,False
137,What is the Hindi of sentence ___,वाक्य,2020-10-01 17:50:28.505849,0,False
138,What is the Hindi of great ___,महान,2020-10-01 17:50:28.505849,0,False
139,What is the Hindi of think ___,लगता है,2020-10-01 17:50:28.505849,0,False
140,What is the Hindi of say ___,कहना,2020-10-01 17:50:28.505849,0,False
141,What is the Hindi of help ___,मदद,2020-10-01 17:50:28.505849,0,False
142,What is the Hindi of low ___,कम,2020-10-01 17:50:28.505849,0,False
143,What is the Hindi of line ___,रेखा,2020-10-01 17:50:28.505849,0,False
144,What is the Hindi of differ ___,अलग,2020-10-01 17:50:28.505849,0,False
145,What is the Hindi of cause ___,कारण,2020-10-01 17:50:28.505849,0,False
146,What is the Hindi of sun ___,सूरज,2020-10-01 17:50:28.505849,0,False
147,What is the Hindi of much ___,ज्यादा,2020-10-01 17:50:28.505849,0,False
148,What is the Hindi of mean ___,मतलब,2020-10-01 17:50:28.505849,0,False
149,What is the Hindi of before ___,पहले,2020-10-01 17:50:28.505849,0,False
150,What is the Hindi of move ___,चाल,2020-10-01 17:50:28.505849,0,False
151,What is the Hindi of right ___,सही,2020-10-01 17:50:28.505849,0,False
152,What is the Hindi of boy ___,लड़का,2020-10-01 17:50:28.505849,0,False
153,What is the Hindi of old ___,पुराना,2020-10-01 17:50:28.505849,0,False
154,What is the Hindi of too ___,भी,2020-10-01 17:50:28.505849,0,False
155,What is the Hindi of same ___,वही,2020-10-01 17:50:28.505849,0,False
156,What is the Hindi of she ___,वह,2020-10-01 17:50:28.505849,0,False
157,What is the Hindi of all ___,सब,2020-10-01 17:50:28.505849,0,False
158,What is the Hindi of there ___,वहाँ,2020-10-01 17:50:28.505849,0,False
159,What is the Hindi of when ___,जब,2020-10-01 17:50:28.505849,0,False
160,What is the Hindi of my ___,मेरे,2020-10-01 17:50:28.505849,0,False
161,What is the Hindi of over ___,अधिक,2020-10-01 17:50:28.505849,0,False
162,What is the Hindi of through ___,के माध्यम से,2020-10-01 17:50:28.505849,0,False
163,What is the Hindi of way ___,रास्ता,2020-10-01 17:50:28.505849,0,False
164,What is the Hindi of life ___,जीवन,2020-10-01 17:50:28.505849,0,False
165,What is the Hindi of about ___,के बारे में,2020-10-01 17:50:28.505849,0,False
166,What is the Hindi of them ___,उन्हें,2020-10-01 17:50:28.505849,0,False
167,What is the Hindi of write ___,लिखना,2020-10-01 17:50:28.505849,0,False
168,What is the Hindi of would ___,होगा,2020-10-01 17:50:28.505849,0,False
169,What is the Hindi of like ___,जैसा,2020-10-01 17:50:28.505849,0,False
170,What is the Hindi of so ___,तो,2020-10-01 17:50:28.505849,0,False
171,What is the Hindi of these ___,इन,2020-10-01 17:50:28.505849,0,False
172,What is the Hindi of her ___,उसके,2020-10-01 17:50:28.505849,0,False
173,What is the Hindi of long ___,लंबे समय तक,2020-10-01 17:50:28.505849,0,False
174,What is the Hindi of make ___,कर,2020-10-01 17:50:28.505849,0,False
175,What is the Hindi of thing ___,बात,2020-10-01 17:50:28.505849,0,False
176,What is the Hindi of two ___,दो,2020-10-01 17:50:28.505849,0,False
177,What is the Hindi of turn ___,बारी,2020-10-01 17:50:28.505849,0,False
178,What is the Hindi of name ___,नाम,2020-10-01 17:50:28.505849,0,False
179,What is the Hindi of has ___,है,2020-10-01 17:50:28.505849,0,False
180,What is the Hindi of look ___,देखो,2020-10-01 17:50:28.505849,0,False
181,What is the Hindi of more ___,अधिक,2020-10-01 17:50:28.505849,0,False
182,What is the Hindi of day ___,दिन,2020-10-01 17:50:28.505849,0,False
183,What is the Hindi of could ___,सकता है,2020-10-01 17:50:28.505849,0,False
184,What is the Hindi of go ___,जाना,2020-10-01 17:50:28.505849,0,False
185,What is the Hindi of come ___,आ,2020-10-01 17:50:28.505849,0,False
186,What is the Hindi of did ___,किया,2020-10-01 17:50:28.505849,0,False
187,What is the Hindi of number ___,संख्या,2020-10-01 17:50:28.505849,0,False
188,What is the Hindi of sound ___,ध्वनि,2020-10-01 17:50:28.505849,0,False
189,What is the Hindi of no ___,नहीं,2020-10-01 17:50:28.505849,0,False
190,What is the Hindi of up ___,ऊपर,2020-10-01 17:50:28.505849,0,False
191,What is the Hindi of most ___,सबसे,2020-10-01 17:50:28.505849,0,False
192,What is the Hindi of people ___,लोग,2020-10-01 17:50:28.505849,0,False
193,What is the Hindi of between ___,के बीच,2020-10-01 17:50:28.505849,0,False
194,What is the Hindi of eye ___,आंख,2020-10-01 17:50:28.505849,0,False
195,What is the Hindi of voice ___,आवाज,2020-10-01 17:50:28.505849,0,False
196,What is the Hindi of than ___,से,2020-10-01 17:50:28.505849,0,False
197,What is the Hindi of first ___,पहले,2020-10-01 17:50:28.505849,0,False
198,What is the Hindi of who ___,कौन,2020-10-01 17:50:28.505849,0,False
199,What is the Hindi of may ___,मई,2020-10-01 17:50:28.505849,0,False
200,What is the Hindi of down ___,नीचे,2020-10-01 17:50:28.505849,0,False
201,What is the Hindi of side ___,पक्ष,2020-10-01 17:50:28.505849,0,False
202,What is the Hindi of been ___,गया,2020-10-01 17:50:28.505849,0,False
203,What is the Hindi of now ___,अब,2020-10-01 17:50:28.505849,0,False
204,What is the Hindi of find ___,लगता है,2020-10-01 17:50:28.505849,0,False
205,What is the Hindi of head ___,सिर,2020-10-01 17:50:28.505849,0,False
206,What is the Hindi of stand ___,खड़े,2020-10-01 17:50:28.505849,0,False
207,What is the Hindi of own ___,खुद,2020-10-01 17:50:28.505849,0,False
208,What is the Hindi of page ___,पेज,2020-10-01 17:50:28.505849,0,False
209,What is the Hindi of should ___,चाहिए,2020-10-01 17:50:28.505849,0,False
210,What is the Hindi of country ___,देश,2020-10-01 17:50:28.505849,0,False
211,What is the Hindi of found ___,पाया,2020-10-01 17:50:28.505849,0,False
212,What is the Hindi of answer ___,जवाब,2020-10-01 17:50:28.505849,0,False
213,What is the Hindi of school ___,स्कूल,2020-10-01 17:50:28.505849,0,False
214,What is the Hindi of grow ___,बढ़ने,2020-10-01 17:50:28.505849,0,False
215,What is the Hindi of study ___,अध्ययन,2020-10-01 17:50:28.505849,0,False
216,What is the Hindi of still ___,अब तक,2020-10-01 17:50:28.505849,0,False
217,What is the Hindi of learn ___,सीखना,2020-10-01 17:50:28.505849,0,False
218,What is the Hindi of plant ___,संयंत्र,2020-10-01 17:50:28.505849,0,False
219,What is the Hindi of cover ___,कवर,2020-10-01 17:50:28.505849,0,False
220,What is the Hindi of food ___,भोजन,2020-10-01 17:50:28.505849,0,False
221,What is the Hindi of hear ___,सुनना,2020-10-01 17:50:28.505849,0,False
222,What is the Hindi of your ___,अपने,2020-10-01 17:50:28.505849,0,False
223,What is the Hindi of very ___,बहुत,2020-10-01 17:50:28.505849,0,False
224,What is the Hindi of call ___,कॉल,2020-10-01 17:50:28.505849,0,False
225,What is the Hindi of keep ___,रखना,2020-10-01 17:50:28.505849,0,False
226,What is the Hindi of never ___,कभी नहीं,2020-10-01 17:50:28.505849,0,False
227,What is the Hindi of four ___,चार,2020-10-01 17:50:28.505849,0,False
228,What is the Hindi of last ___,पिछले,2020-10-01 17:50:28.505849,0,False
229,What is the Hindi of let ___,चलो,2020-10-01 17:50:28.505849,0,False
230,What is the Hindi of thought ___,सोचा,2020-10-01 17:50:28.505849,0,False
231,What is the Hindi of city ___,शहर,2020-10-01 17:50:28.505849,0,False
232,What is the Hindi of tree ___,पेड़,2020-10-01 17:50:28.505849,0,False
233,What is the Hindi of cross ___,पार,2020-10-01 17:50:28.505849,0,False
234,What is the Hindi of farm ___,खेत,2020-10-01 17:50:28.505849,0,False
235,What is the Hindi of hard ___,कठिन,2020-10-01 17:50:28.505849,0,False
236,What is the Hindi of start ___,शुरुआत,2020-10-01 17:50:28.505849,0,False
237,What is the Hindi of might ___,हो सकता है,2020-10-01 17:50:28.505849,0,False
238,What is the Hindi of story ___,कहानी,2020-10-01 17:50:28.505849,0,False
239,What is the Hindi of saw ___,देखा,2020-10-01 17:50:28.505849,0,False
240,What is the Hindi of far ___,दूर,2020-10-01 17:50:28.505849,0,False
241,What is the Hindi of sea ___,समुद्र,2020-10-01 17:50:28.505849,0,False
242,What is the Hindi of draw ___,आकर्षित,2020-10-01 17:50:28.505849,0,False
243,What is the Hindi of left ___,छोड़ा,2020-10-01 17:50:28.505849,0,False
244,What is the Hindi of late ___,देर से,2020-10-01 17:50:28.505849,0,False
245,What is the Hindi of run ___,चलाने,2020-10-01 17:50:28.505849,0,False
246,What is the Hindi of don’t ___,ऐसा नहीं,2020-10-01 17:50:28.505849,0,False
247,What is the Hindi of while ___,जबकि,2020-10-01 17:50:28.505849,0,False
248,What is the Hindi of press ___,प्रेस,2020-10-01 17:50:28.505849,0,False
249,What is the Hindi of close ___,करीब,2020-10-01 17:50:28.505849,0,False
250,What is the Hindi of night ___,रात,2020-10-01 17:50:28.505849,0,False
251,What is the Hindi of real ___,असली,2020-10-01 17:50:28.505849,0,False
252,What is the Hindi of few ___,कुछ,2020-10-01 17:50:28.505849,0,False
253,What is the Hindi of state ___,राज्य,2020-10-01 17:50:28.505849,0,False
254,What is the Hindi of know ___,पता,2020-10-01 17:50:28.505849,0,False
255,What is the Hindi of notice ___,नोटिस,2020-10-01 17:50:28.505849,0,False
256,What is the Hindi of dark ___,अंधेरा,2020-10-01 17:50:28.505849,0,False
257,What is the Hindi of correct ___,सही,2020-10-01 17:50:28.505849,0,False
258,What is the Hindi of talk ___,वार्ता,2020-10-01 17:50:28.505849,0,False
259,What is the Hindi of took ___,ले लिया,2020-10-01 17:50:28.505849,0,False
260,What is the Hindi of science ___,विज्ञान,2020-10-01 17:50:28.505849,0,False
261,What is the Hindi of eat ___,खाने,2020-10-01 17:50:28.505849,0,False
262,What is the Hindi of room ___,कमरे,2020-10-01 17:50:28.505849,0,False
263,What is the Hindi of friend ___,दोस्त,2020-10-01 17:50:28.505849,0,False
264,What is the Hindi of began ___,शुरू हुआ,2020-10-01 17:50:28.505849,0,False
265,What is the Hindi of idea ___,विचार,2020-10-01 17:50:28.505849,0,False
266,What is the Hindi of fish ___,मछली,2020-10-01 17:50:28.505849,0,False
267,What is the Hindi of mountain ___,पहाड़,2020-10-01 17:50:28.505849,0,False
268,What is the Hindi of stop ___,रोक,2020-10-01 17:50:28.505849,0,False
269,What is the Hindi of once ___,एक बार,2020-10-01 17:50:28.505849,0,False
270,What is the Hindi of base ___,आधार,2020-10-01 17:50:28.505849,0,False
271,What is the Hindi of horse ___,घोड़ा,2020-10-01 17:50:28.505849,0,False
272,What is the Hindi of carry ___,ले,2020-10-01 17:50:28.505849,0,False
273,What is the Hindi of cut ___,कटौती,2020-10-01 17:50:28.505849,0,False
274,What is the Hindi of sure ___,यकीन,2020-10-01 17:50:28.505849,0,False
275,What is the Hindi of watch ___,घड़ी,2020-10-01 17:50:28.505849,0,False
276,What is the Hindi of color ___,रंग,2020-10-01 17:50:28.505849,0,False
277,What is the Hindi of face ___,चेहरा,2020-10-01 17:50:28.505849,0,False
278,What is the Hindi of wood ___,लकड़ी,2020-10-01 17:50:28.505849,0,False
279,What is the Hindi of main ___,मुख्य,2020-10-01 17:50:28.505849,0,False
280,What is the Hindi of open ___,खुला,2020-10-01 17:50:28.505849,0,False
281,What is the Hindi of seem ___,प्रतीत,2020-10-01 17:50:28.505849,0,False
282,What is the Hindi of together ___,एक साथ,2020-10-01 17:50:28.505849,0,False
283,What is the Hindi of next ___,अगला,2020-10-01 17:50:28.505849,0,False
284,What is the Hindi of white ___,सफेद,2020-10-01 17:50:28.505849,0,False
285,What is the Hindi of children ___,बच्चों,2020-10-01 17:50:28.505849,0,False
286,What is the Hindi of got ___,मिला,2020-10-01 17:50:28.505849,0,False
287,What is the Hindi of walk ___,चलना,2020-10-01 17:50:28.505849,0,False
288,What is the Hindi of bird ___,पक्षी,2020-10-01 17:50:28.505849,0,False
289,What is the Hindi of though ___,हालांकि,2020-10-01 17:50:28.505849,0,False
290,What is the Hindi of ease ___,आसानी,2020-10-01 17:50:28.505849,0,False
291,What is the Hindi of paper ___,कागज,2020-10-01 17:50:28.505849,0,False
292,What is the Hindi of group ___,समूह,2020-10-01 17:50:28.505849,0,False
293,What is the Hindi of always ___,सदैव,2020-10-01 17:50:28.505849,0,False
294,What is the Hindi of music ___,संगीत,2020-10-01 17:50:28.505849,0,False
295,What is the Hindi of those ___,उन,2020-10-01 17:50:28.505849,0,False
296,What is the Hindi of both ___,दोनों,2020-10-01 17:50:28.505849,0,False
297,What is the Hindi of mark ___,मार्क,2020-10-01 17:50:28.505849,0,False
298,What is the Hindi of often ___,अक्सर,2020-10-01 17:50:28.505849,0,False
299,What is the Hindi of letter ___,पत्र,2020-10-01 17:50:28.505849,0,False
300,What is the Hindi of until ___,जब तक,2020-10-01 17:50:28.505849,0,False
301,What is the Hindi of mile ___,मील,2020-10-01 17:50:28.505849,0,False
302,What is the Hindi of river ___,नदी,2020-10-01 17:50:28.505849,0,False
303,What is the Hindi of feet ___,पैर,2020-10-01 17:50:28.505849,0,False
304,What is the Hindi of possible ___,संभव,2020-10-01 17:50:28.505849,0,False
305,What is the Hindi of care ___,देखभाल,2020-10-01 17:50:28.505849,0,False
306,What is the Hindi of second ___,दूसरा,2020-10-01 17:50:28.505849,0,False
307,What is the Hindi of enough ___,पर्याप्त,2020-10-01 17:50:28.505849,0,False
308,What is the Hindi of plain ___,सादे,2020-10-01 17:50:28.505849,0,False
309,What is the Hindi of girl ___,लड़की,2020-10-01 17:50:28.505849,0,False
310,What is the Hindi of usual ___,हमेशा की तरह,2020-10-01 17:50:28.505849,0,False
311,What is the Hindi of young ___,युवा,2020-10-01 17:50:28.505849,0,False
312,What is the Hindi of ready ___,तैयार,2020-10-01 17:50:28.505849,0,False
313,What is the Hindi of above ___,ऊपर,2020-10-01 17:50:28.505849,0,False
314,What is the Hindi of ever ___,कभी,2020-10-01 17:50:28.505849,0,False
315,What is the Hindi of red ___,लाल,2020-10-01 17:50:28.505849,0,False
316,What is the Hindi of list ___,सूची,2020-10-01 17:50:28.505849,0,False
317,What is the Hindi of feel ___,लग रहा है,2020-10-01 17:50:28.505849,0,False
318,What is the Hindi of car ___,कार,2020-10-01 17:50:28.505849,0,False
319,What is the Hindi of plane ___,विमान,2020-10-01 17:50:28.505849,0,False
320,What is the Hindi of soon ___,शीघ्र,2020-10-01 17:50:28.505849,0,False
321,What is the Hindi of body ___,शरीर,2020-10-01 17:50:28.505849,0,False
322,What is the Hindi of dog ___,कुत्ते,2020-10-01 17:50:28.505849,0,False
323,What is the Hindi of family ___,परिवार,2020-10-01 17:50:28.505849,0,False
324,What is the Hindi of direct ___,प्रत्यक्ष,2020-10-01 17:50:28.505849,0,False
325,What is the Hindi of pose ___,ढोंग,2020-10-01 17:50:28.505849,0,False
326,What is the Hindi of leave ___,छोड़,2020-10-01 17:50:28.505849,0,False
327,What is the Hindi of song ___,गीत,2020-10-01 17:50:28.505849,0,False
328,What is the Hindi of measure ___,नाप,2020-10-01 17:50:28.505849,0,False
329,What is the Hindi of door ___,दरवाजा,2020-10-01 17:50:28.505849,0,False
330,What is the Hindi of product ___,उत्पाद,2020-10-01 17:50:28.505849,0,False
331,What is the Hindi of black ___,काला,2020-10-01 17:50:28.505849,0,False
332,What is the Hindi of short ___,कम,2020-10-01 17:50:28.505849,0,False
333,What is the Hindi of numeral ___,अंक,2020-10-01 17:50:28.505849,0,False
334,What is the Hindi of class ___,क्लास,2020-10-01 17:50:28.505849,0,False
335,What is the Hindi of wind ___,हवा,2020-10-01 17:50:28.505849,0,False
336,What is the Hindi of question ___,सवाल,2020-10-01 17:50:28.505849,0,False
337,What is the Hindi of happen ___,होना,2020-10-01 17:50:28.505849,0,False
